train_loss_step,train_acc_step,epoch,step,val_loss,val_acc,train_loss_epoch,train_acc_epoch
1.0465130805969238,0.67425537109375,0,2799,,,,
1.0404274463653564,0.675384521484375,0,2849,,,,
1.0391064882278442,0.677734375,0,2899,,,,
1.0504742860794067,0.671600341796875,0,2949,,,,
,,0,2972,1.0071746110916138,0.6838518381118774,,
,,0,2972,,,1.252381443977356,0.6201490163803101
1.046926736831665,0.67138671875,1,2999,,,,
1.0404483079910278,0.672882080078125,1,3049,,,,
1.0368242263793945,0.67340087890625,1,3099,,,,
1.0566946268081665,0.671142578125,1,3149,,,,
1.017145037651062,0.67822265625,1,3199,,,,
1.0414772033691406,0.67431640625,1,3249,,,,
1.0263326168060303,0.676116943359375,1,3299,,,,
1.0307954549789429,0.677642822265625,1,3349,,,,
1.0188971757888794,0.679107666015625,1,3399,,,,
1.0173388719558716,0.6824951171875,1,3449,,,,
1.0219568014144897,0.678741455078125,1,3499,,,,
1.0357019901275635,0.67803955078125,1,3549,,,,
1.0163261890411377,0.682373046875,1,3599,,,,
1.0060818195343018,0.683624267578125,1,3649,,,,
1.004391074180603,0.68218994140625,1,3699,,,,
1.0202888250350952,0.68096923828125,1,3749,,,,
1.0023982524871826,0.685211181640625,1,3799,,,,
1.016554355621338,0.680938720703125,1,3849,,,,
1.0020402669906616,0.6861572265625,1,3899,,,,
1.0092684030532837,0.6827392578125,1,3949,,,,
1.0163718461990356,0.679046630859375,1,3999,,,,
1.0139497518539429,0.67974853515625,1,4049,,,,
0.9871417284011841,0.692474365234375,1,4099,,,,
0.9930286407470703,0.687957763671875,1,4149,,,,
0.9899510741233826,0.688323974609375,1,4199,,,,
1.0085275173187256,0.681396484375,1,4249,,,,
0.9879998564720154,0.6861572265625,1,4299,,,,
0.9889890551567078,0.687744140625,1,4349,,,,
0.9997393488883972,0.685821533203125,1,4399,,,,
0.9949132800102234,0.6849365234375,1,4449,,,,
0.9859200119972229,0.687774658203125,1,4499,,,,
0.9717517495155334,0.694061279296875,1,4549,,,,
0.9949615001678467,0.68536376953125,1,4599,,,,
0.9778131246566772,0.69189453125,1,4649,,,,
0.9865802526473999,0.686920166015625,1,4699,,,,
0.9753680229187012,0.690582275390625,1,4749,,,,
0.958227813243866,0.696533203125,1,4799,,,,
0.9615767598152161,0.696258544921875,1,4849,,,,
0.9687094688415527,0.693603515625,1,4899,,,,
0.9811843633651733,0.68731689453125,1,4949,,,,
0.9664925336837769,0.69647216796875,1,4999,,,,
0.9549195766448975,0.697601318359375,1,5049,,,,
0.9749394059181213,0.692626953125,1,5099,,,,
0.969585657119751,0.693450927734375,1,5149,,,,
0.9770933389663696,0.6900634765625,1,5199,,,,
0.9701852798461914,0.6920166015625,1,5249,,,,
0.968700647354126,0.69464111328125,1,5299,,,,
0.9650930762290955,0.693939208984375,1,5349,,,,
0.9706354141235352,0.692779541015625,1,5399,,,,
0.9709371328353882,0.69134521484375,1,5449,,,,
0.9606273770332336,0.695465087890625,1,5499,,,,
0.9596455097198486,0.695770263671875,1,5549,,,,
0.9586347937583923,0.694854736328125,1,5599,,,,
0.966444194316864,0.6973876953125,1,5649,,,,
0.9589319229125977,0.6944580078125,1,5699,,,,
0.9525082111358643,0.695465087890625,1,5749,,,,
0.937093198299408,0.702911376953125,1,5799,,,,
0.9401398301124573,0.70098876953125,1,5849,,,,
0.9460628032684326,0.697967529296875,1,5899,,,,
,,1,5945,0.8986831903457642,0.7140454053878784,,
,,1,5945,,,0.98992919921875,0.6878185272216797
0.9441677331924438,0.698760986328125,2,5949,,,,
0.9263144731521606,0.706207275390625,2,5999,,,,
0.9407085180282593,0.698883056640625,2,6049,,,,
0.9314501881599426,0.70391845703125,2,6099,,,,
0.932456374168396,0.704437255859375,2,6149,,,,
0.9320583343505859,0.70269775390625,2,6199,,,,
0.925896167755127,0.702789306640625,2,6249,,,,
0.9286382794380188,0.706268310546875,2,6299,,,,
0.9420178532600403,0.700836181640625,2,6349,,,,
0.9189345836639404,0.707611083984375,2,6399,,,,
0.9370629787445068,0.701141357421875,2,6449,,,,
0.9402621388435364,0.70001220703125,2,6499,,,,
0.9181957244873047,0.70819091796875,2,6549,,,,
0.9272781610488892,0.705047607421875,2,6599,,,,
0.931433916091919,0.705810546875,2,6649,,,,
0.9204909205436707,0.707366943359375,2,6699,,,,
0.9181755185127258,0.70611572265625,2,6749,,,,
0.9334621429443359,0.70428466796875,2,6799,,,,
0.9282262921333313,0.7049560546875,2,6849,,,,
0.9134422540664673,0.70855712890625,2,6899,,,,
0.9077957272529602,0.715057373046875,2,6949,,,,
0.9146456122398376,0.705413818359375,2,6999,,,,
0.9129127860069275,0.70977783203125,2,7049,,,,
0.9213491082191467,0.70660400390625,2,7099,,,,
0.9138932824134827,0.709625244140625,2,7149,,,,
0.8974375128746033,0.715118408203125,2,7199,,,,
0.916283369064331,0.70916748046875,2,7249,,,,
0.8912308216094971,0.7152099609375,2,7299,,,,
0.9182326793670654,0.707000732421875,2,7349,,,,
0.903222918510437,0.70867919921875,2,7399,,,,
0.9105159044265747,0.7073974609375,2,7449,,,,
0.8986250758171082,0.712677001953125,2,7499,,,,
0.9010241627693176,0.7113037109375,2,7549,,,,
0.9064310193061829,0.710968017578125,2,7599,,,,
0.890552282333374,0.71600341796875,2,7649,,,,
0.9068396687507629,0.70855712890625,2,7699,,,,
0.8991025686264038,0.71331787109375,2,7749,,,,
0.8993310332298279,0.711456298828125,2,7799,,,,
0.9011273980140686,0.7137451171875,2,7849,,,,
0.8908016085624695,0.715118408203125,2,7899,,,,
0.901703953742981,0.708526611328125,2,7949,,,,
0.8883562684059143,0.71405029296875,2,7999,,,,
0.8857431411743164,0.71807861328125,2,8049,,,,
0.8721774816513062,0.72137451171875,2,8099,,,,
0.8866934776306152,0.7183837890625,2,8149,,,,
0.8819295167922974,0.720611572265625,2,8199,,,,
0.8831542134284973,0.717529296875,2,8249,,,,
0.8990364670753479,0.71026611328125,2,8299,,,,
0.8945677876472473,0.714263916015625,2,8349,,,,
0.8987231850624084,0.712432861328125,2,8399,,,,
0.8933517932891846,0.714141845703125,2,8449,,,,
0.8926195502281189,0.714111328125,2,8499,,,,
0.8797929286956787,0.721435546875,2,8549,,,,
0.8841912150382996,0.7171630859375,2,8599,,,,
0.8818252086639404,0.71453857421875,2,8649,,,,
0.885869026184082,0.71258544921875,2,8699,,,,
0.8711884021759033,0.721160888671875,2,8749,,,,
0.8717769384384155,0.719635009765625,2,8799,,,,
0.8840531706809998,0.717254638671875,2,8849,,,,
0.8701830506324768,0.720733642578125,2,8899,,,,
,,2,8918,0.8100646138191223,0.7401508688926697,,
,,2,8918,,,0.9083747863769531,0.709949791431427
0.855459451675415,0.7259521484375,3,8949,,,,
0.8687013983726501,0.719879150390625,3,8999,,,,
0.8655697107315063,0.72174072265625,3,9049,,,,
0.8813830614089966,0.71453857421875,3,9099,,,,
0.8749035596847534,0.71856689453125,3,9149,,,,
0.8714163303375244,0.7171630859375,3,9199,,,,
0.8633050918579102,0.723846435546875,3,9249,,,,
0.8697144985198975,0.720123291015625,3,9299,,,,
0.8546212315559387,0.72314453125,3,9349,,,,
0.8596789240837097,0.722076416015625,3,9399,,,,
0.8641907572746277,0.723846435546875,3,9449,,,,
0.852989137172699,0.726348876953125,3,9499,,,,
0.8614993691444397,0.724090576171875,3,9549,,,,
0.8665814399719238,0.722686767578125,3,9599,,,,
0.8530715107917786,0.72369384765625,3,9649,,,,
0.8589634299278259,0.72650146484375,3,9699,,,,
0.869223952293396,0.72418212890625,3,9749,,,,
0.8528974056243896,0.7265625,3,9799,,,,
0.8537666201591492,0.725433349609375,3,9849,,,,
0.8633664846420288,0.720489501953125,3,9899,,,,
0.8631735444068909,0.72210693359375,3,9949,,,,
0.8595868945121765,0.72344970703125,3,9999,,,,
0.8531699180603027,0.7259521484375,3,10049,,,,
0.8504897356033325,0.72637939453125,3,10099,,,,
0.8565729260444641,0.724395751953125,3,10149,,,,
0.8493660092353821,0.725921630859375,3,10199,,,,
0.8386744856834412,0.73236083984375,3,10249,,,,
0.8489826917648315,0.726318359375,3,10299,,,,
0.8523873090744019,0.724884033203125,3,10349,,,,
0.8505837917327881,0.727813720703125,3,10399,,,,
0.8551807999610901,0.723541259765625,3,10449,,,,
0.8493819832801819,0.727386474609375,3,10499,,,,
0.8414599895477295,0.73028564453125,3,10549,,,,
0.8451526165008545,0.727294921875,3,10599,,,,
0.8382465243339539,0.730560302734375,3,10649,,,,
0.8395227789878845,0.73040771484375,3,10699,,,,
0.8356627225875854,0.7301025390625,3,10749,,,,
0.832753598690033,0.7305908203125,3,10799,,,,
0.8365744948387146,0.728424072265625,3,10849,,,,
0.8492029309272766,0.72686767578125,3,10899,,,,
0.8361598253250122,0.72991943359375,3,10949,,,,
0.8408125638961792,0.727508544921875,3,10999,,,,
0.8348885178565979,0.731048583984375,3,11049,,,,
0.8340908288955688,0.729736328125,3,11099,,,,
0.8409684300422668,0.728424072265625,3,11149,,,,
0.8393325805664062,0.730224609375,3,11199,,,,
0.8343515992164612,0.7294921875,3,11249,,,,
0.8316272497177124,0.731109619140625,3,11299,,,,
0.8194457292556763,0.734649658203125,3,11349,,,,
0.8408207893371582,0.72845458984375,3,11399,,,,
0.8341654539108276,0.73077392578125,3,11449,,,,
0.8362246155738831,0.73492431640625,3,11499,,,,
0.8415497541427612,0.72906494140625,3,11549,,,,
0.8260701298713684,0.7315673828125,3,11599,,,,
0.8149227499961853,0.735626220703125,3,11649,,,,
0.8253896236419678,0.73358154296875,3,11699,,,,
0.8224517107009888,0.734405517578125,3,11749,,,,
0.8261096477508545,0.733551025390625,3,11799,,,,
0.8277749419212341,0.731414794921875,3,11849,,,,
,,3,11891,0.7458280324935913,0.7603853940963745,,
,,3,11891,,,0.8481090068817139,0.7268962860107422
0.8125903010368347,0.736968994140625,4,11899,,,,
0.8169489502906799,0.73626708984375,4,11949,,,,
0.8049306273460388,0.738861083984375,4,11999,,,,
0.8213183283805847,0.73333740234375,4,12049,,,,
0.8256901502609253,0.7330322265625,4,12099,,,,
0.8237866163253784,0.735382080078125,4,12149,,,,
0.8165938258171082,0.734954833984375,4,12199,,,,
0.818265974521637,0.737762451171875,4,12249,,,,
0.808533787727356,0.737701416015625,4,12299,,,,
0.8116859793663025,0.735595703125,4,12349,,,,
0.8221414685249329,0.73577880859375,4,12399,,,,
0.8226523399353027,0.733123779296875,4,12449,,,,
0.8209474682807922,0.73431396484375,4,12499,,,,
0.8146607279777527,0.7369384765625,4,12549,,,,
0.8187904953956604,0.735565185546875,4,12599,,,,
0.8178670406341553,0.736541748046875,4,12649,,,,
0.8117693066596985,0.737030029296875,4,12699,,,,
0.8119641542434692,0.738037109375,4,12749,,,,
0.810939371585846,0.736907958984375,4,12799,,,,
0.8104579448699951,0.73626708984375,4,12849,,,,
0.8065577745437622,0.737823486328125,4,12899,,,,
0.8046231865882874,0.738372802734375,4,12949,,,,
0.8142240643501282,0.737091064453125,4,12999,,,,
0.8092682957649231,0.73956298828125,4,13049,,,,
0.8069484233856201,0.73748779296875,4,13099,,,,
0.7995972633361816,0.74310302734375,4,13149,,,,
0.8020700812339783,0.739959716796875,4,13199,,,,
0.8023216128349304,0.743621826171875,4,13249,,,,
0.8062280416488647,0.738311767578125,4,13299,,,,
0.8012346625328064,0.739593505859375,4,13349,,,,
0.7965989708900452,0.740936279296875,4,13399,,,,
0.8081250190734863,0.738525390625,4,13449,,,,
0.8064790964126587,0.7401123046875,4,13499,,,,
0.7973363399505615,0.740447998046875,4,13549,,,,
0.8087934255599976,0.739044189453125,4,13599,,,,
0.7982157468795776,0.74029541015625,4,13649,,,,
0.7969569563865662,0.7425537109375,4,13699,,,,
0.7979642748832703,0.742889404296875,4,13749,,,,
0.7879803776741028,0.74591064453125,4,13799,,,,
0.8028719425201416,0.740325927734375,4,13849,,,,
0.8059347867965698,0.738922119140625,4,13899,,,,
0.8096325993537903,0.737396240234375,4,13949,,,,
0.7990962266921997,0.742828369140625,4,13999,,,,
0.7966130375862122,0.739837646484375,4,14049,,,,
0.7974576950073242,0.74261474609375,4,14099,,,,
0.7911424040794373,0.743133544921875,4,14149,,,,
0.7936856746673584,0.742279052734375,4,14199,,,,
0.7945603132247925,0.74169921875,4,14249,,,,
0.7844481468200684,0.743011474609375,4,14299,,,,
0.7989509701728821,0.74267578125,4,14349,,,,
0.7969093918800354,0.739410400390625,4,14399,,,,
0.7918091416358948,0.740997314453125,4,14449,,,,
0.7864633798599243,0.7420654296875,4,14499,,,,
0.7792068719863892,0.747772216796875,4,14549,,,,
0.7940891981124878,0.74102783203125,4,14599,,,,
0.7891325950622559,0.742340087890625,4,14649,,,,
0.7925408482551575,0.74395751953125,4,14699,,,,
0.7850517630577087,0.74114990234375,4,14749,,,,
0.7893344163894653,0.742584228515625,4,14799,,,,
0.7895007133483887,0.742431640625,4,14849,,,,
,,4,14864,0.7015877962112427,0.7742773294448853,,
,,4,14864,,,0.8043291568756104,0.7395257353782654
